6,124E-01;6,000E-05;-1,217E-02;6,297E-09;5,000E-05;1,559E-07;0;0
2,914E+00;8,390E-03;1,800E-03;-1,560E-06;2,100E-04;-1,000E-05;0;0
5,313E+03;-6,214E+00;-1,688E+01;2,480E-03;1,044E+00;-9,400E-04;-3,242E-07;-1,145E-02
5,803E+03;-4,104E+00;1,012E+02;1,070E-03;-1,697E+00;-1,245E-02;0;0
7,191E+01;-9,077E-02;2,759E-01;4,000E-05;-7,600E-03;-2,000E-05;-5,661E-09;8,000E-05
6,008E+00;-1,610E-03;-5,459E-02;8,267E-07;5,900E-04;-3,000E-05;0;0
9,977E+01;-3,163E-02;-8,110E-01;1,000E-05;8,110E-03;-3,900E-04;0;0
2,556E+02;-2,513E-01;-6,173E-01;1,100E-04;-2,610E-03;3,000E-05;-1,504E-08;2,000E-05
-1,631E+02;2,040E-01;1,332E+00;-8,000E-05;-2,695E-02;-2,200E-04;1,105E-08;2,500E-04
;;;;;;;
;;;;;;;
-1,168E+00;3,880E-03;-3,400E-04;-1,694E-07;3,000E-05;-3,000E-05;0;0
-7,664E+00;4,525E-02;5,834E-02;1,538E-06;1,500E-03;-5,900E-04;0;0
1,913E+02;-1,727E-01;-4,666E-01;8,000E-05;-5,320E-03;3,000E-05;-1,099E-08;3,000E-05
-4,299E+02;5,648E-01;1,692E+00;-2,400E-04;-4,520E-02;-1,400E-04;3,472E-08;4,000E-04
;;;;;;;
;;;;;;;
-7,867E-01;1,440E-03;-1,384E-02;-3,134E-07;-4,105E-06;2,560E-06;0;0
1,501E+01;-2,400E-04;2,100E-03;-7,204E-08;-9,500E-04;9,588E-06;0;0
1,278E+03;-7,387E-01;-2,086E+01;1,400E-04;4,593E-01;-5,400E-04;0;0
7,208E+02;4,959E-01;4,646E+01;1,000E-04;-9,800E-01;-6,860E-03;0;0
-1,089E+01;1,844E-02;1,130E-01;-7,027E-06;-4,330E-03;-5,148E-06;8,846E-10;6,000E-05
;;;;;;;
;;;;;;;
2,978E-02;3,710E-06;-3,500E-04;6,024E-09;1,000E-05;-2,151E-07;0;0
1,245E+01;2,570E-03;-1,301E-02;-6,270E-07;-6,200E-04;4,912E-06;0;0
3,335E+02;-2,626E-01;1,034E+00;6,000E-05;4,577E-02;-1,390E-03;0;0
-7,786E+02;1,377E+00;5,439E+01;-6,000E-05;-9,707E-01;-9,070E-03;0;0
8,752E+00;-3,870E-03;7,400E-03;9,318E-07;1,010E-03;-8,114E-06;0;0
;;;;;;;
;;;;;;;
4,885E-01;-5,000E-05;-6,530E-03;2,109E-08;6,000E-05;-8,677E-07;0;0
6,618E+00;5,330E-03;-2,461E-02;-1,066E-06;-8,000E-04;2,000E-05;0;0
-2,315E+03;3,108E+00;3,000E+01;-1,330E-03;-7,919E-01;-5,270E-03;1,879E-07;9,400E-03
-3,535E+02;1,123E+00;2,715E+01;-7,000E-05;-6,510E-01;-4,020E-03;0;0
1,456E+01;-6,050E-03;4,211E-02;1,137E-06;-1,000E-05;-9,168E-06;0;0
-2,794E+00;4,540E-03;1,821E-02;-1,463E-07;2,900E-04;-5,000E-05;0;0
1,995E+01;1,501E-02;3,330E-01;9,439E-06;1,420E-03;-7,100E-04;0;0
3,858E+01;3,175E-02;-6,808E-01;-1,000E-05;-7,800E-04;2,000E-05;1,087E-09;4,413E-06
1,031E+02;-1,117E-01;1,843E+00;4,000E-05;-4,043E-02;-2,000E-04;-3,221E-09;3,300E-04
;;;;;;;
;;;;;;;
1,806E+00;1,340E-03;-1,226E-02;2,185E-07;-6,000E-05;-2,000E-05;0;0
-6,680E+00;4,909E-02;-1,634E-01;-1,087E-06;2,200E-04;-4,200E-04;0;0
7,346E+01;-1,704E-02;-6,715E-01;1,000E-05;-7,000E-05;1,000E-05;-2,229E-09;-3,444E-06
-7,357E+01;9,476E-02;1,540E+00;-4,000E-05;-4,274E-02;-1,100E-04;5,526E-09;3,700E-04
;;;;;;;
;;;;;;;
1,016E+00;-3,500E-04;-6,840E-03;3,150E-08;-2,000E-05;2,355E-06;0;0
1,564E+01;-1,480E-03;-5,222E-02;1,847E-07;-8,100E-04;3,000E-05;0;0
8,849E+02;-6,052E-01;-1,358E+00;1,300E-04;2,132E-01;-3,630E-03;0;0
-1,009E+02;1,220E+00;3,629E+01;4,000E-05;-7,683E-01;-1,099E-02;0;0
3,866E+01;-2,647E-02;-1,660E-02;4,820E-06;1,770E-03;-2,000E-05;0;0
;;;;;;;
;;;;;;;
3,125E-01;-1,500E-04;-4,000E-04;3,003E-08;4,848E-06;-6,436E-08;0;0
1,157E+01;1,010E-03;5,520E-03;-2,307E-07;-9,600E-04;2,000E-05;0;0
1,284E+03;-2,022E+00;1,492E+02;6,000E-04;-2,686E+00;-4,112E-02;-3,8244E-09;0,03408
1,366E+03;-1,089E+00;6,182E+01;5,700E-04;-6,411E-01;-1,969E-02;0;0
4,721E+01;-3,424E-02;-1,365E-02;7,018E-06;8,700E-04;-1,000E-05;0;0
