0,61242;0,00006;-0,01217;6,2965E-09;0,00005;1,5585E-07;0;0
2,91383;0,00839;0,0018;-1,5601E-06;0,00021;-0,00001;0;0
5312,65145;-6,21353;-16,88486;0,00248;1,04398;-0,00094;-3,2416E-07;-0,01145
5802,79344;-4,10405;101,15933;0,00107;-1,69668;-0,01245;0;0
71,90601;-0,09077;0,27591;0,00004;-0,0076;-0,00002;-5,6612E-09;0,00008
6,00836;-0,00161;-0,05459;8,2665E-07;0,00059;-0,00003;0;0
99,77385;-0,03163;-0,81098;0,00001;0,00811;-0,00039;0;0
;;;;;;;
-0,78667;-0,01384;0,00144;-4,1053E-06;-3,1337E-07;2,5598E-06;0;0
15,01002;0,0021;-0,00024;-0,00095;-7,2042E-08;0,000009588;0;0
1277,88053;-20,85595;-0,73871;0,45931;0,00014;-0,00054;0;0
720,83634;46,45939;0,49591;-0,98004;0,0001;-0,00686;0;0
-10,88679;0,01844;0,11297;-7,0265E-06;-0,00433;-5,1482E-06;8,8458E-10;0,00006
-1,16792;0,00388;-0,00034;-1,6941E-07;0,00003;-0,00003;0;0
-7,66377;0,04525;0,05834;1,5383E-06;0,0015;-0,00059;0;0
;;;;;;;
0,02978;-0,00035;3,7095E-06;0,00001;6,0236E-09;-2,1508E-07;0;0
12,44888;-0,01301;0,00257;-0,00062;-6,2703E-07;4,9116E-06;0;0
333,45512;1,03381;-0,26263;0,04577;0,00006;-0,00139;0;0
-778,58937;54,39213;1,37724;-0,97068;-0,00006;-0,00907;0;0
8,75244;-0,00387;0,0074;9,3182E-07;0,00101;-8,1142E-06;0;0
-1,16792;0,00388;-0,00034;-1,6941E-07;0,00003;-0,00003;0;0
-7,66377;0,04525;0,05834;1,5383E-06;0,0015;-0,00059;0;0
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
0,48851;-0,00653;-0,00005;0,00006;2,1088E-08;-8,6772E-07;0;0
6,61828;-0,02461;0,00533;-0,0008;-1,0662E-06;0,00002;0;0
1202,87031;63,22176;-1,56855;1,04491;0,0005;-0,04718;0;0
-353,45356;27,1454;1,12259;-0,65099;-0,00007;-0,00402;0;0
22,08077;-0,0154;-0,02926;0,000005089;0,00263;-8,0183E-06;0;0
-2,79426;0,00454;0,01821;-1,4634E-07;0,00029;-0,00005;0;0
19,95271;0,01501;0,33297;9,4385E-06;0,00142;-0,00071;0;0
;;;;;;;
1,01637;-0,00684;-0,00035;-0,00002;3,1496E-08;2,3554E-06;0;0
15,64435;-0,05222;-0,00148;-0,00081;1,8467E-07;0,00003;0;0
2614,17969;54,55524;-2,7117;0,97648;0,00072;-0,04247;0;0
-100,91149;36,28916;1,21987;-0,76832;0,00004;-0,01099;0;0
38,66332;-0,02647;-0,0166;4,8204E-06;0,00177;-0,00002;0;0
1,8058;0,00134;-0,01226;2,1854E-07;-0,00006;-0,00002;0;0
-6,68005;0,04909;-0,16342;-1,0873E-06;0,00022;-0,00042;0;0
;;;;;;;
0,31253;-0,0004;-0,00015;4,8478E-06;3,0032E-08;-6,4356E-08;0;0
11,56781;0,00552;0,00101;-0,00096;-2,3066E-07;0,00002;0;0
1666,07173;54,39512;-2,00775;0,87065;0,00058;-0,0402;0;0
1365,63551;61,81545;-1,08936;-0,64108;0,00057;-0,01969;0;0
27,09595;-0,00807;-0,03048;-4,0913E-06;0,0015;-0,00001;0;0
1,8058;0,00134;-0,01226;2,1854E-07;-0,00006;-0,00002;0;0
-6,68005;0,04909;-0,16342;-1,0873E-06;0,00022;-0,00042;0;0
